First Name           |Last Name            |  Age|Score
Vincent               Sulit                    59    88
Violet                Armstrong                18    86
Vivian                Morgowicz                48    75
Vladimir              Kooperman                31    87
Wai                   Ching Ho                 60    78
Warren                Latimer                  36   100
Wayne                 Bergeron                 58    85
Wen-Chin              Hsu                      37    88
Wendell               Lee                      55    92
Wendy                 Dale Tanzillo            47    72
Wendy                 Heffner                  68    82
Wendy                 Wirthlin                 57    81
Wesley                Fuh                      27    73
William               Harris                   19    68
William               Owens                    22   107
William               Starling                 34    91
Witawat               Bik Rungjiratananon      36    83
Wynton                Grant                    70    93
Xavier                Riffault                 56    87
Ye                    Won Cho                  44    80
Yenny                 Reyes                    66    85
Yon                   Hui Lee                  58    72
Yu                    Nira Liu                 18    75
Yuko                  Okumura                  35    82
Yun                   Lien                     71    73
Yung-Han              Chang                    26    95
Yuning                Pu                       55    69
Zach                  Dellinger                75    84
Zaruhi                Galstyan                 67    83
Aarif                 Sheikh                   72    78
Abiga�l               Ch�ves                   54    68
Ada                   Hegerberg                39    70
Adriana               Sachs                    72    71
Agnese                Bonfantini               22    86
Agness                Musase                   35    87
�ine                  O'Gorman                 74    87
Aitana                Bonmat�                  49    85
Aivi                  Luik                     53    70
Akshaye               Widhani                  64    98
Alana                 Cook                     35    93
Alba                  Redondo                  24    81
Aldana                Cometi                   50    76
Alessia               Russo                    45    88
Alex                  Chidiac                  65    70
Alex                  Greenwood                47    86
Alex                  Morgan                   44    76
Alexandra             Popp                     24    86
Alexia                Putellas                 67    79
Ali                   Riley                    21    91
Alisha                Lehmann                  28    83
Allyson               Swaby                    39    91
Alyssa                Naeher                   59    71
Alyssa                Thompson                 20    89
Amalie                Eikeland                 41    75
Amalie                Vangsgaard               59    77
Amanda                Ilestedt                 44    94
Amel                  Majri                    52    69
Amira                 Arfaoui                  21    85
Ana                   Borges                   31   104
Ana                   Capeta                   38    74
Ana                   Maria Crnogor?evi?       25    76
Ana                   Rute                     25    85
Ana                   Sei�a                    33    72
Ana                   Vit�ria                  56    76
Andreia               Norton                   72    69
Andressa              Alves                    21    88
Angela                Baron                    55    85
Angela                Beard                    61    73
Anicka                Casta�eda                36    78
Aniek                 Nouwen                   70    67
Anissa                Lahmari                  63    75
Anja                  Sonstevold               41    87
Ann                   Katrin Berger            58    67
Anna                  Josendal                 58    82
Anna                  Leat                     30    85
Annalie               Longo                    35    96
Annamaria             Serturini                32    90
Aoba                  Fujino                   51    70
Arianna               Caruso                   42    83
Ary                   Borges                   62    82
Ashley                Lawrence                 47    87
Ashley                Sanchez                  52    81
Asisat                Oshoala                  35    69
Assia                 Zouhair                  42    79
Aubrey                Kingsbury                73    75
Avell                 Chitundu                 69    82
Bambanani             Mbane                    63    79
Barbara               Bonansea                 52    92
Benedetta             Glionna                  29    78
Benedetta             Orsi                     63    73
Bethany               England                  46    76
Betina                Petit-Frere              69    90
Betsy                 Hassett                  70    89
Bia                   Zaneratto                62    85
Bongeka               Gamede                   38    69
Bosco                 Martis                   23    83
C.J.                  Bott                     68    76
Caesar                Gonsalves                36    85
Caitlin               Dijkstra                 69    71
Camila                G�mez Ares               33    83
Carmen                Montenegro               69    76
Carol                 Sanchez                  58    77
Carolina              Arias                    42    74
Carolina              Mendes                   71    70
Casey                 Murphy                   73    75
Casey                 O'Neill                  48    67
Casey                 Phair                    36    85
Cata                  Coll                     43    96
Catalina              Estrada                  21    72
Catalina              P�rez                    34    76
Catalina              Usme                     51    72
Catarina              Amado                    49    85
Catherine             Musonda                  25    92
Cecilia               Salvai                   34    89
Cecilie               Fiskerstrand             55    86
Chandler              McDaniel                 23    71
Chantelle             Swaby                    46    88
Chen                  Gao                      44    69
Chengshu              Wu                       74    98
Chiamaka              Nnadozie                 73    74
Chika                 Hirao                    19    73
Chloe                 Kelly                    65    79
Cho                   So-hyun                  33    89
Choo                  Hyo-joo                  37    86
Christine             Sinclair                 27    71
Chuong                Thi                      61    68
Ciara                 Grant                    30    89
Claire                O'Riordan                67    75
Clara                 Mat�o                    24    83
Clare                 Hunt                     58    76
Clare                 Polkinghorne             61    70
Clare                 Wheeler                  46    73
Claudia               Zornoza                  66    99
Cloe                  Lacasse                  41    91
Constance             Picaud                   22    67
Cortnee               Vine                     19    98
Courtney              Brosnan                  24    70
Craig                 Macrae                   42    79
Cristiana             Girelli                  67    75
Crystal               Dunn                     61    92
Daiana                Falf�n                   33    86
Dalila                Ipp�lito                 48    76
Daniela               Arias                    59    78
Daniela               Caracas                  74    78
Daniela               Montoya                  72    83
Daniela               Solera                   32    83
Danielle              Etienne                  40    77
Danielle              van de Donck             21    91
Dao                   Thi Kieu Oanh            40    80
Daphne                van Domselaar            68    77
Dayana                Pierre-Louis             45    86
Deanne                Rose                     65    69
Denise                O'Sullivan               73    75
Desire                Oparanozie               20    71
Deysire               Salazar                  44    79
Diana                 Ospina                   59    93
Diana                 Silva                    66    90
Dolores               Silva                    46    74
Dominique             Randle                   59    68
Duda                  Sampaio                  28    73
Elena                 Linari                   37    89
Eliana                St�bile                  36   100
Elin                  Rubensson                45    85
�lisa                 De Almeida               64    78
Ella                  Toone                    31    83
Ellie                 Roebuck                  28    89
Elodie                Nakkach                  74    78
Emilie                Haavi                    56    72
Emilie                Valenciano               18    72
Emily                 Cedeno                   56    74
Emily                 Sonnett                  51    81
Emily                 van Egmond               54    76
Emma                  Snerle                   74    93
Enith                 Salon                    65    67
�rica                 Lonigro                  22    79
Erika                 Hernandez                40    88
Erin                  Nayler                   45    83
Eseosa                Aigbogun                 72    76
Esme                  Morgan                   39    87
Esmee                 Brugts                   32    75
Estefan�a             Banini                   21    78
Esther                Banda                    18    89
Esther                Gonz�lez                 68    74
Esther                Okoronkwo                18    90
Esthericove           Joseph                   52    67
Evarine               Katongo                  67    70
Evelyne               Viens                    32    89
Farissa               Cordoba                  36    81
F�tima                Pinto                    27    74
Fatima                Tagnaout                 35    80
Felicitas             Rauch                    31    82
Fikile                Magama                   49    74
Filippa               Angeldahl                28    73
Florencia             Bonsegundo               68    72
Francesca             Durante                  57    84
Frederikke            Th�gersen                51    91
Frida                 Maanum                   62    79
Fridolina             Rolfo                    45    74
Fuka                  Nagano                   33    86
Gabi                  Nunes                    55    70
Gabi                  Rennie                   19    84
Gabriela              Ch�vez                   18    68
Gabriela              Guill�n                  36    74
Gabriela              Salgado                  18    82
Gabriela              Urue�a                   35    86
Gabrielle             Carle                    52    69
Ganesh                Gangadharan              61    78
G�nesis               P�rez                    48    86
Grace                 Geyoro                   45    92
Guro                  Bergsvand                24    83
Hali                  Long                     20    78
Hana                  Takahashi                20   102
Hanane                Ait El Haj               29    93
Hanna                 Bennison                 49    89
Hannah                Hampton                  52    82
Hannah                Wilkinson                40    75
Havana                Solaun                   18    95
Hayley                Raso                     32    67
Heather               Payne                    27    72
Hikaru                Naomoto                  48    91
Hilary                Jaen                     46    79
Hildah                Magaia                   33    72
Hina                  Sugita                   22    74
Hinata                Miyazawa                 46    72
Hong                  Hye-ji                   21    85
Hongyan               Pan                      66    81
Honoka                Hayashi                  75    79
Huan                  Xu                       43    81
Huynh                 Nhu                      68    87
Ifeoma                Onumonu                  55    73
Ines                  Arouaissa                39    88
In�s                  Pereira                  44    75
Ingrid                Syrstad                  49    92
Ireen                 Lungu                    69    69
Irene                 Guerrero                 74    76
Isibeal               Atkinson                 36   102
Ivana                 Andr�s                   74    72
Ivonne                Chac�n                   41    88
Jacintha              Weimar                   56    83
Jaclyn                Sawicki                  58    67
Jacqui                Hand                     48    73
Janni                 Thomsen                  69    93
Jennifer              Falk                     22    98
Jennyfer              Limage                   61    87
Jeon                  Eun-ha                   59    79
Jessika               Cowart                   22    99
Jiali                 Tang                     59    83
Jiaxing               Dou                      75    70
Joana                 March�o                  21   103
Jordyn                Huitema                  41    83
Jorelyn               Carabali                 44    71
Judith                Soko                     71    74
Jule                  Brand                    46    71
Julia                 Grosso                   43    76
Julia                 Stierli                  46    88
Julie                 Blakstad                 45    75
Julieta               Cruz                     46    92
Jun                   Endo                     25    82
Kadeisha              Buchanan                 19    84
Kadidiatou            Diani                    56    79
Kailen                Sheridan                 45    73
Kameron               Simmonds                 72    79
Kang                  Chae-rim                 57    69
Karabo                Dhlamini                 48    69
Karina                S�vik                    37    88
Katherine             Alvarado                 55    69
Katherine             Castillo                 64    81
Kathrin               Hendrich                 32    73
Kathrine              K�hl                     54    77
Kathrine              Larsen                   30    93
Katie                 McCabe                   19   102
Katie                 Zelem                    74    80
Katja                 Snoejis                  52    73
Katrina               Gorry                    53    80
Katrina               Guillou                  52    78
Katrine               Veje                     70    78
Kayla                 McKenna                  53    74
Kebotseng             Moletsane                70    73
Kenza                 Chapelle                 36    99
Kerly                 Theus                    69    92
Khadija               ER-RMICHI                21    88
Khadija               Shaw                     31    75
Kholosa               Biyana                   20   108
Khong                 Thi                      25    91
Kiara                 Thi Hang                 69    70
Kika                  Nazareth                 33    75
Kiko                  Seike                    73    82
Kim                   Hye-ri                   56    74
Kim                   Yun-ji                   71    83
Klara                 Buehl                    54    99
Konya                 Plummer                  31    95
Kosovare              Asllani                  44    77
Kristie               Mewis                    18    81
Kyra                  Cooney-Cross             53    75
Laia                  Codina                   24    87
Lara                  Esponda                  37    81
Lara                  Marti                    65    91
Lara-Sofia            Larco                    38    70
Laura                 Coombs                   35    94
Laura                 Felber                   38    73
Laura                 Giuliani                 22    88
Lauren                Hemp                     31    94
Lauren                James                    22    67
Laurie                Batista                  42    78
Laurina               Fazer                    74    81
Le                    Thi                      69    68
Lea                   Le Garrec                32    85
Lee                   Geum-min                 31    78
Lee                   Young-ju                 22    92
Lena                  Lattwein                 32    74
Lena                  Sophie                   54    81
Lene                  Sophie Oberdorf          49    84
Leticia               Izidoro                  53    89
Leticia               Lungu                    59    79
Lia                   W�lti                    18    82
Lieke                 Martens                  70    69
Lily                  Agg                      63    84
Lim                   Seon-joo                 60    71
Lina                  Hurtig                   30   102
Linda                 Caicedo                  51    78
Linda                 Motlhalo                 62    70
Lineth                Beerenstein              56    89
Lineth                Cedeno                   31    95
Lingwei               Yao                      48    82
Linlin                Wang                     34    99
Linyan                Zhang                    40    87
Lisa                  Boattin                  27   106
Livia                 Peng                     64    83
Liz                   Anton                    48    77
Lorena                Bedoya                   29    97
Lorena                Ben�tez                  39    81
Lotte                 Wubben-Moy               43    93
Louise                Quinn                    48    96
Luana                 B�hler                   39    90
L�cia                 Alves                    49    78
Lucy                  Di Guglielmo             25    76
Luna                  Gevitz                   18    67
Lushomo               Thi Thu Thuong           42    86
Lydia                 Williams                 35    72
Lynn                  Wilms                    21    99
Madelen               Janogy                   39    68
Ma�lle                Lakrar                   49    87
Magdalena             Eriksson                 55    77
Maika                 Hamano                   42    77
Maja                  Bay                      35    77
Malea                 Bay �stergaard           39    82
Malia                 Steinmetz                38    73
Mamta                 Anand                    18    80
Manuela               Giugliano                60    74
Manuela               Vanegas                  42    71
Marcela               Restrepo                 22    88
Maren                 Mjelde                   48   101
Margaret              Belemu                   29    94
Maria                 Calndentey               61    73
Mar�a                 Camila                   48    93
Mar�a                 Camila Reyes             68    79
Mar�a                 Paula Coto               66    71
Mar�a                 Paula Elizondo           55    74
Mar�a                 Paula Salas              35    80
Mariana               Benavides                21   106
Mariana               Larroquette              60    91
Marina                Hegering                 65    76
Marion                Rey                      59    78
Marissa               Sheva                    51    90
Marit                 Bratberg                 26    74
Marta                 Cox                      27    88
Martina               Lenzini                  32    81
Mary                  Earps                    40    87
Mary                  Fowler                   58    82
Mary                  Wilombe                  39    93
Mayra                 Ram�rez                  38    84
Megan                 Connolly                 57    89
Megan                 Walsh                    48    76
Melinda               Kgadiete                 36    70
Melissa               Herrera                  21    81
Mengwen               Li                       42    74
Mengyu                Shen                     26    94
Merel                 van                      22    73
Meriame               Terchoun                 62    93
Merle                 van Dongen               25    69
Meryll                Serrano                  43    69
Michaela              Foster                   74    77
Milan                 Pierre-Jerome            19   100
Mille                 Gejl                     58    75
Millie                Bright                   21    71
Milly                 Clegg                    27    88
Mina                  Tanaka                   34    78
Miriam                Mayorga                  36    81
Misa                  Rodr�guez                43    72
Miyabi                Moriya                   40    93
Moeka                 Minami                   70    84
Momoko                Tanaka                   44    86
M�nica                Ramos                    52    85
Nadine                Riesen                   18    71
Nahomie               Ambroise                 21    90
Najat                 Badri                    20    91
Naomie                Feller                   20    99
Natalia               Mills                    39    70
Nerila                Mondesir                 45    82
Nesryne               El                       26    85
Ngan                  Thi                      22    86
Nguyen                Thi Van Su               72    72
Nguyen                Thi My Anh               70    80
Nguyen                Thi Thanh Nha            20    71
Niamh                 Thi Thug Hang            51    69
Niamh                 Thi Tuyet Dung           22    88
Nichelle              Prince                   40    67
Nicoline              S�rensen                 51    94
Niharika              de Obaldia               31    91
Noelle                Maritz                   74    85
Noko                  Olivia Ganthier          46    75
Noxolo                Cesane                   23    84
Oihane                Hern�ndez                37    67
Olivia                Smith                    45    80
Osinachi              Ohale                    29    87
Paige                 Bailey-Gayle             40    72
Paige                 Satchell                 18    83
Park                  Eun-sun                  54    67
Patr�cia              Morais                   27    80
Paulina               Gramaglia                36   100
Pernille              Harder                   39    95
Peyton                McNamara                 74    81
Pham                  Hai                      72    71
Priscilla             Chinchilla               68    70
Priscilla             Tapia                    51    79
Qiaozhu               Chen                     41    75
Quinley               Quezada                  39    87
Racheal               Kundananji               38   100
Rachele               Baldi                    25    80
Rajat                 Poddar                   73    69
Ramona                Bachmann                 32   101
Raquel                Rodr�guez                21    82
Rasheedat             Ajibade                  30    78
Rebeca                Espinosa                 62    82
Rebecca               Spencer                  28   105
Rebekah               Stott                    37    84
Refiloe               Jane                     69    83
Reina                 Bonta                    55    74
Remina                Chiba                    44    70
Renate                Jansen                   34    74
Ria                   Percival                 25   101
Rikke                 Marie                    37    81
Rikke                 Marie Madsen             55    74
Rion                  Ishikawa                 33    76
Risa                  Shimizu                  36   105
Rkia                  Mazrouai                 23    86
Robyn                 Moodaly                  29    93
Roc�o                 G�lvez                   19    85
Rofiat                Imuran                   74    81
Rosario               Vargas                   71    73
Rose                  Lavelle                  50    73
Roseline              Eloissaint               63    73
Rosella               Ayane                    55    75
Roselord              Borgella                 71    92
Ruthny                Mathurin                 39    86
Ryu                   Ji-soo                   54    81
Sakina                Karchaoui                62    85
Sakina                Ouzraoui                 40    85
Salma                 Amani                    48    69
Sam                   Kerr                     39    82
Sandra                Sep�lveda                40    77
Sandrine              Mauron                   21    71
Sanne                 Troelsgaard              23    94
Sara                  Daebritz                 55    74
Sara                  Horte                    71    75
Sara                  Thrige                   45    68
Sarah                 Kassi                    20    85
Sarina                Bolden                   57    67
Satchith              Paulose                  71    84
Schiandra             Gonzalez                 37    78
Selma                 Bacha                    75    78
Shaleena              Nathani                  24    94
Shanoo                Sharma                   31   100
Shelina               Zadorsky                 64    87
Sherida               Spitse                   30    74
Sherly                Jeudy                    65    96
Shuang                Wang                     48    72
Shwendesky            Joseph                   61    79
Sibulele              Holweni                  27    86
Siddharth             Anand                    37    71
Signe                 Bruun                    40    70
Silvia                Rebelo                   25    70
Simone                Boye                     61    71
Sinead                Farrelly                 21    70
Sofia                 Bouftini                 33    78
Sofia                 Cantore                  24    94
Sofia                 Huerta                   62    67
Sofia                 Jakobsson                32    87
Sof�a                 Varela                   41    74
Sofie                 Svava                    35    72
Solai                 Washington               39    86
Son                   Hwa-yeon                 40    74
Sophia                Braun                    49    77
Sophia                Kleinherne               49    84
Sophia                Smith                    67    69
Sophie                Roman                    18    85
Sophie                Schmidt                  63    76
Stefanie              van                      27    74
Stine                 Ballisager               75    69
Sunil                 Rodrigues                29    87
Svenja                Huth                     36    70
Sydney                Schneider                44    68
Tabita                Joseph                   66    76
Tahnai                Annis                    51    78
Tatiana               Pinto                    25    77
Teagan                Micah                    22    93
Telma                 Encarna��o               34    89
Thea                  Bjelde                   37    82
Tiisetso              Makhubela                58    82
Tochukwu              Oluehi                   60    82
Tove                  Enblom                   57    71
Tran                  Thi                      49    70
Tran                  Thi Hai Linh             54    75
Tran                  Thi Kim Thanh            73    75
Tran                  Thi Thu                  35    82
Tran                  Thi Thu Thao             39    70
Trudi                 Thi Thuy Trang           26    79
Tuva                  Hansen                   36    75
Vaibhavi              Merchant                 35    67
Valentina             Cernoia                  52    88
Valentina             Giacinti                 52    77
Valeria               Del                      66    69
Vanesa                Santana                  58    74
Vanessa               Del Campo                41    71
Vast                  Phiri                    54    79
Vicki                 Becho                    50    67
Victoria              Esson                    21    89
Viola                 Calligaris               73    82
Viviane               Asseyi                   43    88
Wendy                 Natis                    50    79
Wieke                 Kaptein                  19    72
Xin                   Zhang                    66    70
Yamila                Rodr�guez                32    93
Yenith                Bailey                   29   102
Yewande               Balogun                  59    74
Yui                   Hasegawa                 18    85
Yuyi                  Xiao                     24   101
Zecira                Musovic                  24   108
Zineb                 Redouani                 57    77
