First Name           |Last Name            |  Age|Score
Esther                Okoronkwo                18    90
Esthericove           Joseph                   52    67
Evarine               Katongo                  67    70
Evelyne               Viens                    32    89
Farissa               Cordoba                  36    76
Fatima                Tagnaout                 35    80
Felicitas             Rauch                    31    67
Fikile                Magama                   49    74
Filippa               Angeldahl                28    73
Florencia             Bonsegundo               68    72
Francesca             Durante                  57    79
Frederikke            Th�gersen                51    86
Frida                 Maanum                   62    79
Fuka                  Nagano                   33    76
Gabi                  Nunes                    55    70
Gabi                  Rennie                   19    84
Gabriela              Ch�vez                   18    68
Gabriela              Salgado                  18    82
Gabriela              Urue�a                   35    81
Gabrielle             Carle                    52    69
Ganesh                Gangadharan              61    68
G�nesis               P�rez                    48    76
Grace                 Geyoro                   45    87
Guro                  Bergsvand                24    83
Hali                  Long                     20    73
Hana                  Takahashi                20    87
Hanane                Ait El Haj               29    93
Hanna                 Bennison                 49    74
Hannah                Hampton                  52    77
Hannah                Wilkinson                40    75
Havana                Solaun                   18    90
Hikaru                Naomoto                  48    86
Hilary                Jaen                     46    69
Hildah                Magaia                   33    67
Hina                  Sugita                   22    74
Hinata                Miyazawa                 46    72
Hong                  Hye-ji                   21    85
Hongyan               Pan                      66    71
Honoka                Hayashi                  75    74
Huan                  Xu                       43    71
Huynh                 Nhu                      68    72
Ifeoma                Onumonu                  55    68
Ines                  Arouaissa                39    88
In�s                  Pereira                  44    75
Ingrid                Syrstad                  49    82
Irene                 Guerrero                 74    71
Isibeal               Atkinson                 36    92
Ivana                 Andr�s                   74    67
Ivonne                Chac�n                   41    88
Jacintha              Weimar                   56    73
Jacqui                Hand                     48    68
Janni                 Thomsen                  69    83
Jennifer              Falk                     22    88
Jennyfer              Limage                   61    72
Jessika               Cowart                   22    94
Jiali                 Tang                     59    68
Jiaxing               Dou                      75    70
Joana                 March�o                  21    88
Jordyn                Huitema                  41    73
Judith                Soko                     71    74
Julia                 Grosso                   43    71
Julia                 Stierli                  46    78
Julieta               Cruz                     46    82
Jun                   Endo                     25    72
Kadeisha              Buchanan                 19    84
Kadidiatou            Diani                    56    79
Kailen                Sheridan                 45    73
Kameron               Simmonds                 72    79
Karina                S�vik                    37    88
Katherine             Castillo                 64    71
Kathrin               Hendrich                 32    73
Kathrine              K�hl                     54    67
Kathrine              Larsen                   30    73
Katie                 McCabe                   19    92
Katie                 Zelem                    74    75
Katja                 Snoejis                  52    73
Katrina               Gorry                    53    70
Katrina               Guillou                  52    73
Katrine               Veje                     70    68
Kayla                 McKenna                  53    74
Kebotseng             Moletsane                70    73
Kenza                 Chapelle                 36    94
Kerly                 Theus                    69    82
Khadija               ER-RMICHI                21    83
Khadija               Shaw                     31    75
Kholosa               Biyana                   20    93
Khong                 Thi                      25    91
Kika                  Nazareth                 33    75
Kiko                  Seike                    73    82
Kim                   Hye-ri                   56    74
Kim                   Yun-ji                   71    73
Klara                 Buehl                    54    79
Konya                 Plummer                  31    95
Kosovare              Asllani                  44    67
Kristie               Mewis                    18    81
Laia                  Codina                   24    87
Lara                  Esponda                  37    81
Lara                  Marti                    65    81
Laura                 Coombs                   35    84
Laura                 Giuliani                 22    83
Lauren                Hemp                     31    94
Lauren                James                    22    67
Laurie                Batista                  42    68
Laurina               Fazer                    74    81
Le                    Thi                      69    68
Lea                   Le Garrec                32    85
Lee                   Geum-min                 31    68
Lee                   Young-ju                 22    82
Lena                  Lattwein                 32    69
Lena                  Sophie                   54    81
Lene                  Sophie Oberdorf          49    79
Leticia               Izidoro                  53    74
Leticia               Lungu                    59    74
Lia                   W�lti                    18    82
Lily                  Agg                      63    69
Lim                   Seon-joo                 60    71
Lina                  Hurtig                   30    92
Linda                 Caicedo                  51    78
Linda                 Motlhalo                 62    70
Lineth                Beerenstein              56    84
Lineth                Cedeno                   31    90
Lingwei               Yao                      48    82
Linlin                Wang                     34    89
Linyan                Zhang                    40    82
Lisa                  Boattin                  27    96
Livia                 Peng                     64    83
Liz                   Anton                    48    77
Lorena                Bedoya                   29    87
Lorena                Ben�tez                  39    81
Lotte                 Wubben-Moy               43    88
Louise                Quinn                    48    81
Luana                 B�hler                   39    90
L�cia                 Alves                    49    73
Lucy                  Di Guglielmo             25    71
Lushomo               Thi Thu Thuong           42    71
Lydia                 Williams                 35    67
Lynn                  Wilms                    21    99
Madelen               Janogy                   39    68
Ma�lle                Lakrar                   49    72
Magdalena             Eriksson                 55    72
Maika                 Hamano                   42    72
Maja                  Bay                      35    67
Malea                 Bay �stergaard           39    72
Malia                 Steinmetz                38    68
Mamta                 Anand                    18    70
Manuela               Giugliano                60    69
Manuela               Vanegas                  42    71
Marcela               Restrepo                 22    78
Maren                 Mjelde                   48    86
Margaret              Belemu                   29    94
Mar�a                 Camila                   48    88
Mar�a                 Camila Reyes             68    74
Mar�a                 Paula Coto               66    71
Mar�a                 Paula Elizondo           55    69
Mar�a                 Paula Salas              35    80
Mariana               Benavides                21    91
Mariana               Larroquette              60    81
Marina                Hegering                 65    71
Marion                Rey                      59    78
Marissa               Sheva                    51    75
Marta                 Cox                      27    78
Martina               Lenzini                  32    81
Mary                  Earps                    40    87
Mary                  Fowler                   58    77
Mary                  Wilombe                  39    78
Mayra                 Ram�rez                  38    79
Megan                 Connolly                 57    79
Megan                 Walsh                    48    71
Melinda               Kgadiete                 36    70
Melissa               Herrera                  21    81
Mengwen               Li                       42    74
Mengyu                Shen                     26    94
Merel                 van                      22    73
Meriame               Terchoun                 62    78
Meryll                Serrano                  43    69
Michaela              Foster                   74    77
Milan                 Pierre-Jerome            19    90
Mille                 Gejl                     58    75
Millie                Bright                   21    71
Milly                 Clegg                    27    88
Mina                  Tanaka                   34    78
Miriam                Mayorga                  36    81
Misa                  Rodr�guez                43    72
Miyabi                Moriya                   40    93
Moeka                 Minami                   70    84
Momoko                Tanaka                   44    76
M�nica                Ramos                    52    80
Nadine                Riesen                   18    71
Nahomie               Ambroise                 21    85
Najat                 Badri                    20    91
Naomie                Feller                   20    89
Nerila                Mondesir                 45    77
Nesryne               El                       26    75
Ngan                  Thi                      22    86
Nguyen                Thi Van Su               72    67
Nguyen                Thi My Anh               70    75
Nguyen                Thi Thanh Nha            20    71
Niamh                 Thi Tuyet Dung           22    83
Nichelle              Prince                   40    67
Nicoline              S�rensen                 51    74
Niharika              de Obaldia               31    91
Noelle                Maritz                   74    80
Noko                  Olivia Ganthier          46    75
Noxolo                Cesane                   23    79
Oihane                Hern�ndez                37    67
Olivia                Smith                    45    70
Osinachi              Ohale                    29    77
Paige                 Satchell                 18    73
Park                  Eun-sun                  54    67
Patr�cia              Morais                   27    75
Paulina               Gramaglia                36    90
Pernille              Harder                   39    85
Peyton                McNamara                 74    81
Pham                  Hai                      72    71
Priscilla             Chinchilla               68    70
Priscilla             Tapia                    51    74
Qiaozhu               Chen                     41    75
Quinley               Quezada                  39    77
Racheal               Kundananji               38    90
Rachele               Baldi                    25    80
Rajat                 Poddar                   73    69
Ramona                Bachmann                 32    91
Raquel                Rodr�guez                21    77
Rasheedat             Ajibade                  30    68
Rebeca                Espinosa                 62    77
Rebecca               Spencer                  28    90
Rebekah               Stott                    37    84
Refiloe               Jane                     69    78
Reina                 Bonta                    55    74
Ria                   Percival                 25    91
Rikke                 Marie                    37    76
Rikke                 Marie Madsen             55    69
Rion                  Ishikawa                 33    76
Risa                  Shimizu                  36    90
Rkia                  Mazrouai                 23    76
Robyn                 Moodaly                  29    83
Roc�o                 G�lvez                   19    70
Rofiat                Imuran                   74    71
Rosario               Vargas                   71    73
Rose                  Lavelle                  50    73
Roseline              Eloissaint               63    73
Rosella               Ayane                    55    70
Roselord              Borgella                 71    82
Ruthny                Mathurin                 39    81
Ryu                   Ji-soo                   54    71
Sakina                Karchaoui                62    85
Sakina                Ouzraoui                 40    80
Salma                 Amani                    48    69
Sam                   Kerr                     39    77
Sandra                Sep�lveda                40    67
Sandrine              Mauron                   21    71
Sanne                 Troelsgaard              23    89
Sara                  Daebritz                 55    74
Sara                  Horte                    71    70
Sarah                 Kassi                    20    80
Satchith              Paulose                  71    79
Schiandra             Gonzalez                 37    78
Selma                 Bacha                    75    78
Shaleena              Nathani                  24    94
Shanoo                Sharma                   31    95
Shelina               Zadorsky                 64    82
Sherida               Spitse                   30    74
Sherly                Jeudy                    65    81
Shuang                Wang                     48    72
Shwendesky            Joseph                   61    79
Sibulele              Holweni                  27    76
Siddharth             Anand                    37    71
Simone                Boye                     61    71
Sinead                Farrelly                 21    70
Sofia                 Bouftini                 33    73
Sofia                 Cantore                  24    89
Sofia                 Huerta                   62    67
Sofia                 Jakobsson                32    87
Sof�a                 Varela                   41    69
Sofie                 Svava                    35    72
Solai                 Washington               39    86
Sophia                Kleinherne               49    74
Sophie                Roman                    18    85
Sophie                Schmidt                  63    71
Stefanie              van                      27    74
Sunil                 Rodrigues                29    82
Tabita                Joseph                   66    71
Tahnai                Annis                    51    78
Tatiana               Pinto                    25    72
Teagan                Micah                    22    93
Telma                 Encarna��o               34    84
Thea                  Bjelde                   37    77
Tiisetso              Makhubela                58    82
Tochukwu              Oluehi                   60    72
Tove                  Enblom                   57    71
Tran                  Thi Hai Linh             54    75
Tran                  Thi Kim Thanh            73    70
Tran                  Thi Thu                  35    82
Tran                  Thi Thu Thao             39    70
Trudi                 Thi Thuy Trang           26    74
Vaibhavi              Merchant                 35    67
Valentina             Cernoia                  52    83
Valentina             Giacinti                 52    77
Vanesa                Santana                  58    74
Vast                  Phiri                    54    79
Victoria              Esson                    21    89
Viola                 Calligaris               73    72
Viviane               Asseyi                   43    88
Wendy                 Natis                    50    79
Wieke                 Kaptein                  19    72
Xin                   Zhang                    66    70
Yamila                Rodr�guez                32    83
Yenith                Bailey                   29    92
Yewande               Balogun                  59    69
Yui                   Hasegawa                 18    85
Yuyi                  Xiao                     24    96
Zecira                Musovic                  24    93
Zineb                 Redouani                 57    67
